,code,name,MaxDrawDown,1W,1M,3M,6M,1Y,2Y,3Y,4Y,5Y
0,88,嘉实中证金边中期国债交易型开放式指数证券,-8.585168179,0.16,0.28,-0.41,0.22,-4.76,-3.17,-1.79,-5.08,-6.1
0,103,国泰中国企业境外高收益债券(QDII),-15.24749973,-0.9,-1.82,-1.3,-3.94,-0.5,-3.16,5.69,-0.95,12.43
0,105,建信安心回报债券A,-4.129148675,0.29,0.87,1.01,1.52,2.12,8.28,15.24,18.86,18.16
0,106,建信安心回报债券C,-4.339751083,0.3,0.82,0.89,1.42,1.72,7.44,13.94,17.08,16.08
0,107,富国信用增强债券A,-5.562527245,0.25,0.91,1.81,2.06,3.95,12.46,20.38,23.96,26.22
0,109,富国信用增强债券C,-5.588188672,0.17,0.84,1.67,1.84,3.59,11.51,18.89,22.15,23.8
0,110,金鹰元安混合A,-9.385462516,0.54,0.52,-0.87,7.27,30.24,31.3,53.13,57.14,58.9
0,113,嘉实如意宝定期债券A,-3.039967271,0.08,0.34,0.51,1.55,0.68,5.46,12.48,14.79,14.99
0,115,嘉实如意宝定期债券C,-3.051074064,0.17,0.35,0.52,1.4,0.35,4.56,11.19,13.11,12.91
0,117,广发轮动配置混合,-67.08536436,1.66,4.27,-9.42,7.21,65.58,99.64,113.59,94.92,155.81
0,118,广发聚鑫债券A,-16.72262395,0.4,0.33,0,2.99,11.01,27.57,37.53,46.02,45.64
0,119,广发聚鑫债券C,-17.96888867,0.4,0.27,-0.06,2.8,10.64,26.94,36.41,44.27,43.7
0,121,华夏永福混合A,-8.383248445,0.21,-0.25,-2.54,7.02,27.52,42.68,46.91,57.84,64.84
0,122,汇添富实业债A,-4.112645632,0.08,0.49,0.49,1.39,1.64,8.21,11.72,15.69,15.21
0,123,汇添富实业债C,-4.23463873,0.08,0.42,0.34,1.19,1.27,7.37,10.35,13.71,12.93
0,124,华宝兴业服务混合,-71.41627275,2.56,2.63,-14.18,-0.12,54.69,97.29,84.74,95.41,100.8
0,126,招商安润混合,-22.90049958,3.42,4.44,-5.08,10.25,75.62,157.36,160.35,165.76,126.52
0,127,农银行业领先混合,-54.49196404,0.61,0.25,-7.94,6.92,50.45,79.43,77.82,117.94,181.82
0,128,大成景安短融债券A,-1.355760204,0.03,0.24,0.52,1.41,1.92,5.99,9.36,15.54,17.42
0,129,大成景安短融债券B,-1.267378038,0.02,0.26,0.59,1.54,2.22,6.62,10.29,16.86,19.17
0,130,大成景兴信用债债券A,-12.14078675,0.2,0.26,-0.34,0.45,0.92,5.86,16.82,20.51,15.16
0,131,大成景兴信用债债券C,-12.36873457,0.19,0.22,-0.43,0.25,0.51,5,15.49,18.56,13.17
0,139,富国国有企业债债券,-2.607651211,0.07,0.35,0.83,1.97,2.51,6.44,11.56,15.47,16.84
0,141,富国国有企业债债券C,-2.707182296,0.06,0.32,0.76,1.78,2.12,5.63,10.37,13.91,15.01
0,147,易方达高等级信用债债券A,-4.119123152,0.09,0.45,0.9,1.44,0.35,6.92,15.19,19.26,18.53
0,148,易方达高等级信用债债券C,-4.195785012,0.09,0.45,0.9,1.36,0,6.25,14.09,20.04,18.97
0,149,华安双债添利债券A,-7.988394511,0.15,0.24,0,1.27,2.62,7.8,15.03,20.33,15.04
0,150,华安双债添利债券C,-8.084586752,0.14,0.2,-0.09,1.09,2.25,7.1,13.7,18.57,13.25
0,166,中海策略精选混合,-45.78327456,1.25,2.8,-19.74,-13.8,7.02,70.4,73.78,78.12,78.57
0,167,广发聚优灵活配置混合,-69.69519834,1.11,2.03,-9.22,8.13,69.26,119.19,114.98,141.72,178.59
0,172,华泰柏瑞量化增强混合,-47.412453,0.44,-0.86,-5.41,0.37,28.29,31.05,26.7,38.05,64.92
0,173,汇添富美丽30混合,-64.99875612,1.36,-0.85,-10.61,-3.25,45.46,45.54,35.41,83.63,101.6
0,174,汇添富高息债债券A,-10.52953851,0.32,0.26,-2.02,-2.14,-2.88,4.86,10.45,13.02,15.99
0,175,汇添富高息债债券C,-10.59451082,0.27,0.14,-2.21,-2.34,-3.37,3.91,6.1,8.22,10.56
0,181,景顺长城四季金利债券A,-5.684501646,0.17,0.33,-2.51,-1.71,-1.87,1.6,9.76,12.88,17.25
0,182,景顺长城四季金利债券C,-6.058693244,0.17,0.34,-2.57,-2,-2.33,0.69,8.4,11.12,14.94
0,183,嘉实丰益策略定期债券,-4.855887118,0.5,0.2,0.2,1.28,5.21,10.05,13.82,13.91,17.48
0,184,工银添福债券A,-8.667287718,0.31,-0.86,-2.37,1.19,5.65,5.09,5.79,6.88,8.33
0,185,工银添福债券B,-7.84446093,0.32,-0.87,-2.45,1.02,5.22,4.26,6.96,7.55,8.63
0,186,华泰柏瑞季季红债券,-3.926207758,0.11,0.36,0.3,0.75,-0.71,5.8,15.9,20.6,20.04
0,189,易方达丰华债券A,-6.990267766,0.56,1.28,-1.89,2.65,15.03,29.48,,,
0,191,富国信用债债券,-3.259822614,0.16,0.67,1.23,2.37,2.23,9.08,16.92,19.87,21.04
0,192,富国信用债债券C,-3.305955508,0.15,0.63,1.12,2.17,1.81,8.18,15.69,18.15,18.93
0,519652,银河鑫利混合A,-7.384409685,0.33,0.26,-1.8,2.96,32.32,43.35,42.29,49.66,52.64
0,2088,国富新机遇混合C,-3.778743299,0.4,0.53,0.33,6.18,19.92,36.99,42.68,49.31,54.3
0,199,国泰策略收益灵活配置混合,-63.41626505,1.09,0.46,-6.66,7.52,49.6,54.41,41.14,31,70.86
0,200,博时岁岁增利一年定期开放债券,-24.97315749,0.52,1.93,3.56,12.67,24.72,,,,
0,201,诺安泰鑫一年定期开放债券,-6.24982932,0,0.59,1.29,8.51,21.68,,,,
0,205,易方达投资级信用债债券A,-4.440165569,0.09,0.35,0.71,1.42,0.43,6.64,13.31,16.76,16.49
0,206,易方达投资级信用债债券C,-4.545419167,0.09,0.35,0.62,1.25,0.17,6.12,12.58,16.08,15.56
0,207,建信双债增强债券A,-13.55979693,0.89,-1.58,-4.97,-3.42,-1.66,0.89,1.47,0.16,-0.96
0,208,建信双债增强债券C,-14.2518037,0.84,-1.55,-5.04,-3.59,-2.03,0.17,0.33,-1.39,-2.9
0,209,信诚新兴产业混合,-77.701588,4.59,3.14,-8.74,20.23,95.88,122.42,94.23,64.17,72.92
0,214,广发成长优选混合,-17.88218143,0.59,0.18,-3.09,4.37,21.63,26.45,30.82,39.29,40.54
0,215,广发趋势优选灵活配置混合,-14.94988366,0.08,0.1,0.51,2.27,7.06,15.27,18.51,33.37,46.38
0,216,华安黄金易(ETF联接)A,-21.90016866,0.85,2.25,-3.65,-7.95,-0.3,30.75,34.14,31.35,37.2
0,217,华安黄金易(ETF联接)C,-22.08842362,0.85,2.22,-3.74,-8.11,-0.65,30.15,33.75,30.63,36.33
0,219,博时裕益混合,-65.64408815,1.57,2.14,6.4,0.37,36.19,63.73,72.08,92.79,107.41
0,220,富国医疗保健行业混合,-66.64871604,0.12,9.1,-4.66,1.89,45.7,126.15,160.03,173.65,148.35
0,221,汇添富年年利债券A,-5.13238261,0.23,0.39,-2.06,-0.73,-0.73,8.86,11.92,12.88,16.64
0,222,汇添富年年利债券C,-5.137011873,0.24,0.32,-2.19,-0.98,-1.13,7.91,10.55,11.02,14.19
0,227,华安年年红债券A,-3.5916866,0.19,1.06,2.17,12.01,24.36,,,,
0,235,诺安稳固收益一年定期开放债券,-4.371133262,0.5,1.18,0.1,8.05,21.28,,,,
0,236,工银月月薪定期支付债券A,-6.921920123,0.4,-0.17,-2.51,1.45,5.69,14.79,16.01,21.08,23.13
0,239,华安年年盈定期开放债券A,-7.012110998,0.1,1.47,2.19,12.7,25.72,,,,
0,240,华安年年盈定期开放债券C,-7.112578189,0,1.28,1.91,12.07,24.38,,,,
0,241,宝盈核心优势混合C,-69.94845585,1.57,5.02,-11.42,-2.06,22.56,63.51,70.12,59.7,56.96
0,242,景顺长城策略精选灵活配置,-40.18362544,3.44,3.11,2.42,12.67,69.76,99.04,110.02,81.23,119.78
0,244,天弘稳利定期开放债券A,-6.568429863,0.33,1.03,2.08,-2.03,-2.51,5.54,15.6,15.85,16.51
0,245,天弘稳利定期开放债券B,-6.873482618,0.33,0.99,1.97,-2.22,-2.9,4.76,14.34,14.28,14.47
0,246,博时月月薪定期支付债券,-7.289630343,0.3,1.87,4.36,15.98,32.44,62.79,,,
0,251,工银金融地产混合,-47.25784989,-0.27,-6.31,-7.49,2.11,28.14,18.88,26.3,46.38,67.53
0,254,长城增强收益债券A,-4.933409521,0.16,0.48,1.02,1.59,5.53,8.14,11.96,14.28,17.69
0,255,长城增强收益债券C,-4.933249758,0.15,0.44,0.91,1.4,5.09,7.26,10.71,12.53,15.54
0,256,上投红利回报混合,-8.116869488,-0.03,-0.55,-1.33,1.51,5.88,11.67,10,13.38,18.26
0,259,农银区间收益混合,-31.23729251,0.81,0.07,-7.66,6.39,47.97,84.68,80.74,111.78,152.57
0,263,工银信息产业混合,-79.91471939,2.1,3.37,-10.14,12.82,99.32,156.69,175.02,160.96,151.5
0,264,博时内需增长混合,-64.05700539,1.43,1.36,-17.67,-3,22.76,37.09,30.82,36.5,48.46
0,265,易方达恒久1年定期债券A,-4.056212513,0.1,0.68,1.27,2.28,2.59,17.66,,,
0,266,易方达恒久1年定期债券C,-4.06781343,0.19,0.68,1.18,2.08,2.31,16.53,,,
0,267,广发集利1年定期开放债券A,-4.15165862,-0.19,0.19,-0.54,4.69,14.9,,,,
0,268,广发集利1年定期开放债券C,-4.161246037,-0.28,-0.09,-0.99,3.89,13.35,,,,
0,270,建信灵活配置混合,-9.650089438,0.88,-2.72,-5.81,-1.26,2.98,5.27,10.07,14.52,12.58
0,271,中邮定期开放债券A,-2.443670885,0.58,2.05,1.78,6.52,18,,,,
0,272,中邮定期开放债券C,-2.488472265,0.57,1.94,1.41,5.93,17.15,,,,
0,277,博时双月薪定期支付债券,-4.467555658,0.71,1.79,3.62,15.16,31.62,76.32,,,
0,279,华商红利优选混合,-26.01461545,0.66,-2.03,-8.77,3.95,38.08,55.89,49.66,51.72,62.72
0,294,华安生态优先股票,-63.05429817,1.31,6.89,-7.91,13.59,75.18,112.17,132.2,202.07,274.17
0,297,鹏华可转债,-36.19682955,0.66,-0.66,-4.82,6.36,28.71,51.98,60.75,72.03,58.06
0,298,中海纯债A,-8.235179992,0,0.09,-0.26,2.6,2.05,6.81,13.25,15.19,12.25
0,299,中海纯债C,-8.374563885,-0.09,0,-0.45,2.3,1.46,5.69,11.62,13.33,10.08
0,307,易方达黄金ETF联接A类,-21.7204688,0.84,2.26,-3.62,-7.89,-0.05,30.07,32.96,30.58,
0,308,建信创新中国混合,-44.64380035,1.5,-1.25,-7.31,12,51,76.01,90.99,102.43,158.08
0,309,大摩品质生活股票,-63.37870486,-0.52,-1,-1.27,10.89,49.31,72.11,77.94,72.56,147.01
0,310,安信永利信用债券A,-3.714759718,0.16,0.66,4,5.35,4.18,21,,,
0,311,景顺长城沪深300增强,-49.67177873,0.7,2.75,-2.24,12.39,44.98,40.72,34.35,62.29,115.92
0,312,华安沪深300增强A,-47.86407649,-0.18,0.53,-9.4,10.21,51.72,59.31,54.81,82.72,125.28
0,314,招商瑞丰灵活配置混合,-11.06222724,0.36,-0.06,1.04,4.61,14.06,19.93,24.17,29.72,34.78
0,319,泰达淘利债券A,-1.943701742,0.03,0.27,1.49,5.41,4.96,10.82,15.91,19.65,22.06
0,320,泰达淘利债券C,-1.963538272,0.02,0.22,1.39,5.26,4.67,10.23,15.1,18.51,20.61
0,327,南方新蓝筹混合,-15.31795963,2.15,5.22,-0.54,1.39,49.05,62.32,98.19,108.32,118.01
0,328,上投转型动力混合,-70.39460793,0.62,-1.2,-11.34,4.91,60.42,111.65,69.05,97.23,118.29
0,333,长城稳固债券A,-9.04389583,0.14,-0.13,-2.72,-2.2,5.59,14.47,19.88,22.32,24.87
0,334,长城稳固债券C,-9.034877687,0.14,-0.16,-2.82,-2.39,5.16,13.8,18.58,20.47,22.68
0,336,农银研究精选混合,-74.99343007,3.47,1.55,-11.77,11.94,117.23,191.98,162.28,133.65,154.67
0,339,长城医疗保健股票,-48.58777901,0.89,10.68,-1.88,13.21,55.06,141.27,168.37,174.54,257.74
0,354,长盛城镇化主题混合,-54.34300318,0.59,2.94,-18.71,-14.16,2.1,18.2,12.36,2.4,27.72
0,355,南方丰元信用增强债券A,-7.270811292,0.29,0.96,1.64,2.63,1.37,10.04,20.66,23.21,20.88
0,356,南方丰元信用增强债券C,-7.405353534,0.3,0.93,1.54,2.45,1.01,9.21,19.18,21.28,18.42
0,362,国泰聚信价值优势灵活配置混合A,-35.56941198,2.47,1.88,-4.31,-3.38,28.86,93.99,93.24,107.08,110.7
0,363,国泰聚信价值优势灵活配置混合C,-35.88268672,2.42,1.8,-4.48,-3.63,28.15,91.92,90.31,102.68,110.69
0,367,国泰安康定期支付混合A,-6.045,0.11,0.44,-0.7,2.97,18.43,24.27,29.25,41.6,52.4
0,368,汇添富安中指数,-56.93952294,0.69,-1.19,-2.79,14.92,51.1,60.73,49.9,75.98,117.54
0,373,华安中证细分医药ETF联接A,-54.52513284,0.7,6.29,-4.66,3.95,39.79,53.1,42.15,67.24,98.73
0,376,华安中证细分医药ETF联接C,-55.02725991,0.78,-0.15,-6.04,3.02,35.7,50.15,37.82,62.03,94.6
0,377,上投双债增利债券A,-12.59581729,0.1,-0.38,-4.19,-3.47,-0.54,7.21,9.53,8.25,13.04
0,378,上投双债增利债券C,-12.59170728,0.1,-0.38,-4.29,-3.67,-0.91,6.32,8.21,6.32,10.68
0,390,华商优势行业混合,-26.76191537,2.97,-2.52,-3.16,22.66,38.29,74.84,88.76,87.93,98.63
0,395,汇添富安心中国债A,-2.72946517,0.15,0.46,0.23,1.01,0.46,5.45,11.04,13.57,13.18
0,396,汇添富安心中国债C,-2.840424171,0.08,0.39,0.15,0.77,0,4.57,12.52,14.7,13.9
0,402,工银纯债债券A,-7.271249686,0.09,0.64,1.13,2.79,1.73,7.38,14.84,12.59,12.22
0,403,工银纯债债券B,-7.782502533,0.08,0.59,1.03,2.56,1.3,6.52,13.71,11.09,10.27
0,404,易方达新兴成长混合,-78.06772621,2.96,3.52,-10.32,-3.8,35.53,104.62,69.09,104.42,115.19
0,406,汇添富双利增强债券A,-10.53533166,0.25,-0.98,-2.03,1.68,4.68,14.35,18.3,20.78,26.64
0,407,汇添富双利增强债券C,-10.61863376,0.25,-0.99,-2.2,1.52,4.26,13.38,17,19.39,24.74
0,409,鹏华环保产业股票,-57.14582576,-0.51,1.78,-18.62,19.38,93.04,119.89,117.57,127.16,196.88
0,411,景顺长城优质成长股票,-64.57239314,0.55,2.95,-2.84,14.03,50.96,59.17,49.83,69.44,89.64
0,414,嘉实绝对收益策略定期混合,-6.833762774,0.14,1.02,2.28,4.2,12.1,18.91,15.16,19.11,19.93
0,415,大摩添利18个月开放债券A,-2.246647422,0.65,2.28,3.19,10.3,26.09,,,,
0,416,大摩添利18个月开放债券C,-2.412861057,0.59,2.19,2.73,9.35,24.06,,,,
0,418,景顺长城成长之星股票,-62.97399881,-0.42,-0.13,-11.11,9.19,48.46,116.89,110.52,143.87,234.09
0,419,大摩优质信价纯债A,-2.68194177,0.19,0.48,0.96,1.8,0.64,6.25,12.07,17.08,20.67
0,420,大摩优质信价纯债C,-2.806710493,0.19,0.48,0.87,1.63,0.28,5.5,11.18,15.68,18.82
0,421,华泰柏瑞丰汇债券A,-20.14904575,-0.17,-0.95,-1.2,-0.51,-2.35,3.55,10.18,14.26,16.86
0,422,华泰柏瑞丰汇债券C,-20.14984495,-0.18,-1,-1.32,-0.74,-2.78,2.88,9.09,12.78,14.61
0,423,前海开源事件驱动混合,-30.23406641,2.89,0.96,-9.49,-5.31,-0.42,11.97,36.19,66.73,75.39
0,431,鹏华品牌传承混合,-42.14574127,2.1,2.54,-9.56,5.76,71.52,112.55,108.65,174.15,184.85
0,433,安信鑫发优选混合,-45.8791412,1.51,-1.56,17.9,34.95,61.57,67.96,70.29,71.13,96.69
0,452,南方医药保健灵活配置混合,-30.09066785,1.16,8.48,0.8,3.49,61.81,129.11,136.75,158.73,197.39
0,462,农银主题轮动混合,-50.95933079,1.65,0.6,-14.03,-2.29,51.84,110.14,60.79,104.62,142.95
0,463,华商双债丰利债券A,-54.89810837,0.16,0.48,-1.41,-11.55,-25.94,-27.9,-48.1,-48.02,-43.03
0,465,景顺长城鑫月薪定期支付债券,-2.939686101,0.3,0.59,0.69,2.42,1.35,8.65,16.9,18.76,20.99
0,469,富国目标齐利一年期债券,-2.433076623,0.18,0.73,1.39,1.99,2.27,7.55,17.57,18.03,27.54
0,481,华商双债丰利债券C,-55.60091487,0.16,0.33,-1.59,-11.73,-26.28,-28.51,-48.71,-49.34,-44.59
0,507,泰达宏利宏达混合A,-7.086171068,0.27,0.89,0.34,7.32,14.63,22.5,24.66,39.06,39.48
0,508,泰达宏利养老混合B,-7.401477562,0.21,0.85,0.21,7.12,14.23,21.82,23.51,37.14,37.32
0,511,国泰国策驱动灵活配置混合A,-31.35907105,0.05,0.38,0.38,4.2,21.94,30.03,8.76,23.8,32.72
0,526,国泰浓益灵活配置混合A,-25.89324915,0.31,0.15,-0.38,2.88,15.98,20.86,8.29,21.98,25.83
0,527,南方新优享灵活配置混合,-48.79633251,1.09,2.33,-11.28,3.41,53.31,96.13,97.55,136.98,232.54
0,530,招商丰盛增长混合,-31.65251424,1.12,-0.88,-22.02,-7.1,23.44,48.03,47.55,48.52,56.09
0,532,景顺长城优势企业混合,-63.3851979,1.52,7.54,-6.09,12.4,70.22,105.17,117.89,185.2,226.84
0,534,长盛高端装备混合,-61.58745246,2.34,-2.86,-3.44,7.75,55.31,96.15,91.36,92.57,118.43
0,535,长盛航天海工混合,-60.1359116,0.52,3.78,-17.67,-4.97,43.33,40.27,34.11,20.07,40.98
0,536,前海开源可转债债券,-51.37149817,1.19,0.39,-7.04,7.51,18.53,20.78,21.07,34.52,36.14
0,538,诺安优势混合,-9.374067131,0.48,-0.14,-3.11,-3.69,7.26,12.55,10.59,12.9,14.4
0,541,华商创新成长混合,-77.38168173,2.27,1.2,-11.55,1.63,55.37,123,131.07,73.52,83.73
0,545,中邮核心竞争力混合,-78.56301197,0.29,-2.67,-2.67,10.42,44.2,52.26,33.96,0.59,-1.61
0,547,建信健康民生混合,-44.81978548,2.65,4.19,2.57,21.36,71.27,123.19,137.35,141.77,195.17
0,551,信诚幸福消费混合,-64.53214315,1.98,6.22,-3.91,-4.06,31.51,58.89,41.04,63.67,88.58
0,554,中国梦灵活配置混合,-64.14792004,1.57,-1.86,-10.15,-0.25,35.63,40.07,26.1,37.2,67.22
0,563,南方通利债券A,-2.941316494,0.13,0.7,0.98,2.39,1.35,7.71,17.27,19.24,19.66
0,564,南方通利债券C,-2.94270231,0.13,0.67,0.88,2.19,0.94,6.96,15.91,17.57,17.68
0,566,华泰柏瑞创新升级,-56.74995201,0.28,-0.8,-11.03,-2.68,37.78,54.48,58.91,103.88,163.26
0,573,天弘通利混合,-3.53621964,0.51,0.89,-0.06,3.13,16.09,27.94,29.93,37.75,44.82
0,574,宝盈新价值混合,-74.18128095,1.37,-0.6,-0.74,15.97,72.08,98.03,111.44,103.62,141.41
0,584,新华鑫益灵活配置混合,-50.28111702,1.78,0.1,-13.3,2.94,40.9,90.75,107.4,132.12,183.23
0,585,嘉实对冲套利定期混合,-6.806328236,0,0.71,2.07,4.14,11.17,21.59,17.05,20.22,21.59
0,587,大成灵活配置混合,-62.14144601,1.73,2.38,-12.12,1.66,51.53,72.4,54.7,71.57,92.54
0,590,华安新活力混合,-3.96641401,0.27,0.14,0.96,3.16,15.04,19.85,20.98,33.28,38.07
0,595,嘉实泰和混合,-39.5365066,1.8,10.24,-4.79,4.56,55.67,107.14,103.85,154.65,176.18
0,3028,安信新优选混合A,-4.094140061,0.05,0.29,1.94,8.28,24.01,31.4,35.68,49.15,
0,598,长盛生态环境混合,-51.95271394,1.59,-0.73,-18.65,-7.64,10.63,24.99,36.77,49.04,65.22
0,601,华宝兴业创新混合,-71.35748663,2.5,2.36,-14.92,-0.66,53.99,119.75,124.11,158.17,183.79
0,603,易方达创新驱动混合,-79.66648824,2.2,1.02,-12.29,2.63,61.66,69.02,62.36,56.87,78.8
0,609,华商新量化混合,-63.25793809,1.25,-0.8,-12.93,-0.76,46.61,103.28,99.66,68.27,102.23
0,612,华宝兴业生态混合,-65.87486396,2.36,0.89,-4.81,-4.46,42.43,58.61,55.5,69.65,106.18
0,634,富国天盛灵活配置混合,-49.59658381,2.58,3.94,-5.31,5.87,60.9,90.4,94.48,131.78,177.89
0,639,宝盈祥瑞混合,-12.92873797,0.38,-0.74,-4.04,-1.57,-3.78,-8.95,-6.97,-5.09,-2.3
0,649,长城久鑫混合,-30.19708519,3.03,7.39,-9.88,5.51,64.52,111.1,113.93,118.84,123.18
0,652,博时裕隆混合,-53.67219722,1,0.39,-3.24,-0.34,42.14,64.38,86.56,92.43,142.45
0,654,华商新锐产业混合,-76.72049305,0.86,1.4,-9.86,-4.41,19.54,37.29,51.25,6.16,24.24
0,667,工银绝对收益混合A,-7.620012145,0.08,-0.15,-1.72,-0.76,6.58,21.59,18.63,20.37,20.37
0,672,工银绝对收益混合B,-9.853388977,0.08,-0.24,-1.91,-1.2,5.76,19.42,15.38,16.26,15.49
0,679,招商丰利混合,-27.87385865,0,3.1,-12.06,5.19,62.5,77.12,68.3,70.13,79.31
0,684,长盛养老健康混合,-50.57300869,1.57,11.1,0.57,8.44,73.23,93.91,87.39,92.85,108.77
0,689,前海开源新经济混合,-59.48993025,5.02,3.43,-9.1,15.29,50.19,56.02,54.18,47.97,57.56
0,690,前海开源大海洋混合,-69.28552043,0.72,4.87,-15.02,1.4,59.47,69.79,106.62,56.03,67.44
0,698,宝盈科技30混合,-75.84282368,1.35,6.01,-15.98,-7.88,32.02,84.86,82.18,85.35,116.82
0,706,中邮多策略混合,-59.97450186,0.67,-0.46,-4.49,7.23,24.44,45.02,47.43,43.03,64.35
0,708,华安安享混合,-1.596968925,0.15,0.46,0,1.62,7.06,11.2,16.4,20.88,23.71
0,714,诺安稳健回报混合,-8.501940047,0.07,-0.58,-2.56,-4.4,0.29,7.28,10.44,13.93,17.4
0,720,南方稳利1年定期开放债券C,-6.224997825,0.19,0.86,1.25,2.63,1.8,8.47,13.27,14.53,15.34
0,728,工银目标收益一年定期开放债券,-6.368488516,0.75,1.25,-0.66,6.13,12.94,,,,
0,736,诺安聚利债券A,-2.231781604,0.17,0.47,0.58,2.3,1.17,4.14,13.67,16.23,17.49
0,737,诺安聚利债券C,-2.240014461,0.16,0.43,0.48,2.09,0.71,3.29,12.38,14.18,15.19
0,742,国泰新经济灵活配置混合,-57.39241361,1.56,5.39,-12.22,-2.42,57.99,56.3,40.2,77,130.79
0,753,华宝兴业量化对冲混合A,-3.58016288,0.03,-0.84,-0.55,-0.25,5.01,16.64,15.61,20.09,21.12
0,754,华宝兴业量化对冲混合C,-3.482653553,0.03,-0.87,-0.65,-0.44,4.59,15.7,14.2,18.14,19.96
0,762,汇添富绝对收益混合,-5.909901116,0.36,0.73,-0.64,-0.5,6.45,18.95,24.06,,
0,763,工银新财富灵活配置混合,-17.75795609,0.97,0.74,-6.77,3.27,42.34,74.69,79.91,83.06,100.67
0,772,景顺长城中国回报混合,-37.55104492,-0.1,-5.27,-3.88,4.04,36.73,71,50.27,56.39,61.02
0,788,前海开源中国成长混合,-64.43996866,1.61,1.83,-7.51,0.26,40.97,61.64,85.34,63.87,91.71
0,792,招商定期宝六个月,-31.36021013,0.02,0.17,-24.68,-4.85,-2.74,,,,
